ticket_id,subject,description,category,priority,status,created_at,updated_at,resolved_at,resolution_hours,assigned_agent,department,resolution_notes,satisfaction_score,first_response_hours,escalated,sla_breached,tenant_id
TKT-10074,Software update failed,User reported: Software update failed. Department: Operations. Impact: Department-wide.,Software,Medium,In Progress,2023-02-08 15:38:24,2023-02-08 19:38:24,,,Emma Brown,IT,,,6,False,True,tenant_globex
TKT-10075,Offboarding checklist,User reported: Offboarding checklist. Department: HR. Impact: Department-wide.,Access Management,Medium,Open,2024-02-14 06:45:49,2024-02-14 10:45:49,,,,Legal,,,3,False,False,tenant_globex
TKT-10076,Laptop not turning on,User reported: Laptop not turning on. Department: Sales. Impact: Department-wide.,Hardware,High,In Progress,2024-01-22 07:56:04,2024-01-22 09:56:04,,,David Lee,Legal,,,1,False,True,tenant_globex
TKT-10077,Keyboard not working,User reported: Keyboard not working. Department: Operations. Impact: Single user.,Hardware,Medium,Resolved,2024-03-23 04:55:43,2024-03-23 10:55:43,2024-03-24 14:55:43,34,Bob Martinez,Legal,"Issue was user error, provided training.",4,6,True,False,tenant_acme
TKT-10078,Unauthorized access attempt,User reported: Unauthorized access attempt. Department: Legal. Impact: Multiple users.,Security,Medium,Open,2024-04-02 09:21:23,2024-04-02 11:21:23,,,,Sales,,,2,False,False,tenant_globex
TKT-10079,Cannot install software,User reported: Cannot install software. Department: HR. Impact: Company-wide.,Software,Low,In Progress,2023-03-21 20:24:55,2023-03-22 04:24:55,,,Emma Brown,Legal,,,8,False,False,tenant_acme
TKT-10080,VPN timeout issues,User reported: VPN timeout issues. Department: Sales. Impact: Single user.,VPN,Medium,In Progress,2023-12-31 05:19:21,2023-12-31 10:19:21,,,David Lee,Operations,,,1,True,False,tenant_globex
TKT-10081,Laptop not turning on,User reported: Laptop not turning on. Department: Legal. Impact: Multiple users.,Hardware,Medium,Resolved,2024-04-22 16:35:14,2024-04-22 22:35:14,2024-04-24 11:35:14,43,Emma Brown,Operations,Workaround provided while permanent fix is pending.,2,1,False,True,tenant_globex
TKT-10082,Mouse not responding,User reported: Mouse not responding. Department: Finance. Impact: Department-wide.,Hardware,Low,In Progress,2024-05-16 20:40:55,2024-05-17 01:40:55,,,David Lee,Operations,,,6,True,False,tenant_acme
TKT-10083,AWS instance not responding,User reported: AWS instance not responding. Department: IT. Impact: Multiple users.,Cloud,Medium,In Progress,2024-03-09 09:11:17,2024-03-09 15:11:17,,,Carol White,Engineering,,,7,False,False,tenant_initech
TKT-10084,Keyboard not working,User reported: Keyboard not working. Department: Sales. Impact: Department-wide.,Hardware,Medium,Resolved,2024-03-10 03:03:45,2024-03-10 04:03:45,2024-03-11 20:03:45,41,Carol White,Finance,Configuration updated and verified working.,2,6,False,False,tenant_acme
TKT-10085,Cannot install software,User reported: Cannot install software. Department: Engineering. Impact: Department-wide.,Software,Low,Resolved,2023-03-01 22:27:41,2023-03-02 08:27:41,2023-03-05 14:27:41,88,Bob Martinez,Sales,Network settings reconfigured.,2,3,False,False,tenant_acme
TKT-10086,VPN timeout issues,User reported: VPN timeout issues. Department: HR. Impact: Multiple users.,VPN,Medium,Resolved,2023-11-16 02:57:34,2023-11-16 07:57:34,2023-11-18 01:57:34,47,David Lee,Legal,User credentials reset and access restored.,3,8,False,False,tenant_globex
TKT-10087,Driver installation failed,User reported: Driver installation failed. Department: Engineering. Impact: Company-wide.,Printing,Critical,Closed,2023-11-22 04:24:12,2023-11-22 10:24:12,2023-11-22 05:24:12,1,Emma Brown,IT,Workaround provided while permanent fix is pending.,1,5,True,False,tenant_globex
TKT-10088,VPN slow performance,User reported: VPN slow performance. Department: Operations. Impact: Single user.,VPN,High,Open,2023-04-25 10:46:40,2023-04-25 17:46:40,,,,Sales,,,6,False,False,tenant_acme
TKT-10089,Azure storage quota exceeded,User reported: Azure storage quota exceeded. Department: IT. Impact: Department-wide.,Cloud,Medium,Open,2023-01-22 21:27:14,2023-01-23 05:27:14,,,,Engineering,,,3,False,False,tenant_initech
TKT-10090,Cannot connect to internet,User reported: Cannot connect to internet. Department: IT. Impact: Department-wide.,Network,Low,Closed,2023-01-15 18:15:29,2023-01-15 22:15:29,2023-01-19 16:15:29,94,Carol White,IT,Issue resolved by restarting the service.,2,7,False,True,tenant_acme
TKT-10091,VPN slow performance,User reported: VPN slow performance. Department: IT. Impact: Department-wide.,VPN,Low,Resolved,2024-02-21 08:46:00,2024-02-21 12:46:00,2024-02-23 14:46:00,54,Emma Brown,Operations,Configuration updated and verified working.,1,6,True,False,tenant_initech
TKT-10092,Driver installation failed,User reported: Driver installation failed. Department: Finance. Impact: Single user.,Printing,Low,Closed,2024-03-06 10:08:28,2024-03-06 16:08:28,2024-03-07 15:08:28,29,Alice Johnson,Finance,User credentials reset and access restored.,1,6,False,True,tenant_globex
TKT-10093,Cannot find printer on network,User reported: Cannot find printer on network. Department: Legal. Impact: Multiple users.,Printing,Low,Resolved,2024-05-14 06:34:43,2024-05-14 08:34:43,2024-05-17 17:34:43,83,Frank Davis,Legal,Third-party vendor engaged for resolution.,1,5,False,True,tenant_acme
TKT-10094,Slow network speed,User reported: Slow network speed. Department: Legal. Impact: Multiple users.,Network,Medium,Escalated,2023-08-29 20:14:00,2023-08-30 01:14:00,,,Carol White,Legal,,,1,False,False,tenant_acme
TKT-10095,Docker container crash,User reported: Docker container crash. Department: Engineering. Impact: Company-wide.,Cloud,High,Closed,2023-11-07 16:56:46,2023-11-07 22:56:46,2023-11-07 23:56:46,7,Emma Brown,Finance,Escalated to L2 support for further investigation.,4,2,False,False,tenant_acme
TKT-10096,Cannot find printer on network,User reported: Cannot find printer on network. Department: HR. Impact: Company-wide.,Printing,Low,In Progress,2023-09-07 11:48:54,2023-09-07 17:48:54,,,David Lee,IT,,,6,False,False,tenant_initech
TKT-10097,Cannot connect to internet,User reported: Cannot connect to internet. Department: Legal. Impact: Company-wide.,Network,Medium,Resolved,2024-06-05 07:46:28,2024-06-05 08:46:28,2024-06-06 01:46:28,18,Bob Martinez,IT,User credentials reset and access restored.,3,6,False,False,tenant_acme
TKT-10098,Access to system needed,User reported: Access to system needed. Department: Sales. Impact: Department-wide.,Access Management,Medium,Resolved,2024-06-11 10:38:03,2024-06-11 17:38:03,2024-06-11 22:38:03,12,Carol White,Engineering,Hardware replaced under warranty.,2,2,True,False,tenant_globex
TKT-10099,Paper jammed,User reported: Paper jammed. Department: Engineering. Impact: Company-wide.,Printing,Low,Resolved,2024-03-12 06:20:17,2024-03-12 10:20:17,2024-03-17 00:20:17,114,Alice Johnson,HR,Escalated to L2 support for further investigation.,4,3,False,True,tenant_initech
TKT-10100,GCP billing alert,User reported: GCP billing alert. Department: Legal. Impact: Department-wide.,Cloud,Medium,In Progress,2023-02-20 10:33:07,2023-02-20 19:33:07,,,Bob Martinez,IT,,,4,False,False,tenant_globex
TKT-10101,Slow network speed,User reported: Slow network speed. Department: IT. Impact: Department-wide.,Network,Medium,Resolved,2024-03-06 07:42:29,2024-03-06 14:42:29,2024-03-06 23:42:29,16,Frank Davis,Engineering,Third-party vendor engaged for resolution.,5,7,False,False,tenant_acme
TKT-10102,License expired,User reported: License expired. Department: Legal. Impact: Multiple users.,Software,Low,Resolved,2024-05-13 22:03:33,2024-05-14 05:03:33,2024-05-17 16:03:33,90,Emma Brown,Legal,Issue resolved by restarting the service.,1,3,False,False,tenant_acme
TKT-10103,Azure storage quota exceeded,User reported: Azure storage quota exceeded. Department: Engineering. Impact: Department-wide.,Cloud,Critical,Resolved,2023-09-26 18:20:15,2023-09-26 21:20:15,2023-09-26 22:20:15,4,Frank Davis,Finance,"Issue was user error, provided training.",5,2,False,False,tenant_initech
TKT-10104,Cannot install software,User reported: Cannot install software. Department: IT. Impact: Single user.,Software,Medium,Closed,2024-05-26 15:40:14,2024-05-27 02:40:14,2024-05-28 11:40:14,44,Emma Brown,Finance,User credentials reset and access restored.,5,7,True,False,tenant_initech
TKT-10105,Cannot find printer on network,User reported: Cannot find printer on network. Department: IT. Impact: Single user.,Printing,Critical,Resolved,2024-05-13 14:01:08,2024-05-13 17:01:08,2024-05-13 22:01:08,8,David Lee,Operations,Third-party vendor engaged for resolution.,4,4,False,False,tenant_acme
TKT-10106,GCP billing alert,User reported: GCP billing alert. Department: Finance. Impact: Multiple users.,Cloud,Critical,In Progress,2023-09-26 06:10:25,2023-09-26 14:10:25,,,Alice Johnson,Finance,,,8,False,False,tenant_acme
TKT-10107,Slow network speed,User reported: Slow network speed. Department: HR. Impact: Multiple users.,Network,High,Resolved,2023-10-26 09:04:18,2023-10-26 17:04:18,2023-10-27 05:04:18,20,Emma Brown,Operations,Third-party vendor engaged for resolution.,3,8,True,True,tenant_globex
TKT-10108,Paper jammed,User reported: Paper jammed. Department: Finance. Impact: Single user.,Printing,Low,Resolved,2023-07-06 23:30:25,2023-07-07 01:30:25,2023-07-08 05:30:25,30,David Lee,HR,Hardware replaced under warranty.,3,7,False,True,tenant_globex
TKT-10109,Cannot access shared drive,User reported: Cannot access shared drive. Department: Legal. Impact: Department-wide.,Network,Low,Resolved,2024-03-12 09:01:31,2024-03-12 19:01:31,2024-03-13 18:01:31,33,Frank Davis,Sales,Escalated to L2 support for further investigation.,2,2,False,False,tenant_globex
