ticket_id,subject,description,category,priority,status,created_at,updated_at,resolved_at,resolution_hours,assigned_agent,department,resolution_notes,satisfaction_score,first_response_hours,escalated,sla_breached,tenant_id
TKT-10010,Outlook not syncing,User reported: Outlook not syncing. Department: IT. Impact: Multiple users.,Email,Medium,Closed,2023-12-10 02:30:43,2023-12-10 13:30:43,2023-12-10 17:30:43,15,Emma Brown,Operations,Hardware replaced under warranty.,3,4,True,False,tenant_globex
TKT-10011,VPN not working,User reported: VPN not working. Department: Sales. Impact: Department-wide.,Network,Critical,Resolved,2023-08-06 00:19:40,2023-08-06 04:19:40,2023-08-06 07:19:40,7,Frank Davis,Engineering,"Issue was user error, provided training.",5,6,False,False,tenant_initech
TKT-10012,VPN timeout issues,User reported: VPN timeout issues. Department: Operations. Impact: Multiple users.,VPN,Medium,Resolved,2024-03-01 11:36:04,2024-03-01 12:36:04,2024-03-01 20:36:04,9,Emma Brown,HR,Hardware replaced under warranty.,1,7,False,False,tenant_acme
TKT-10013,Error code 0x80070057,User reported: Error code 0x80070057. Department: IT. Impact: Department-wide.,Software,Critical,Resolved,2023-03-07 00:43:00,2023-03-07 05:43:00,2023-03-07 07:43:00,7,Alice Johnson,Finance,Workaround provided while permanent fix is pending.,2,1,False,False,tenant_initech
TKT-10014,Remote access denied,User reported: Remote access denied. Department: Engineering. Impact: Single user.,VPN,Critical,Resolved,2024-04-10 19:10:52,2024-04-10 23:10:52,2024-04-10 22:10:52,3,Carol White,IT,Configuration updated and verified working.,4,6,True,False,tenant_initech
TKT-10015,License expired,User reported: License expired. Department: Sales. Impact: Multiple users.,Software,Medium,Resolved,2023-07-13 14:42:45,2023-07-13 17:42:45,2023-07-14 22:42:45,32,Alice Johnson,Engineering,Workaround provided while permanent fix is pending.,4,5,False,True,tenant_globex
TKT-10016,Printer jam,User reported: Printer jam. Department: Sales. Impact: Department-wide.,Hardware,Low,Escalated,2024-02-15 12:04:01,2024-02-15 17:04:01,,,Emma Brown,HR,,,5,False,False,tenant_globex
TKT-10017,Role change request,User reported: Role change request. Department: Finance. Impact: Company-wide.,Access Management,Low,In Progress,2023-06-04 21:48:09,2023-06-05 09:48:09,,,Frank Davis,Finance,,,4,False,False,tenant_initech
TKT-10018,Access denied to table,User reported: Access denied to table. Department: IT. Impact: Multiple users.,Database,Low,Resolved,2024-06-19 13:08:27,2024-06-19 16:08:27,2024-06-23 00:08:27,83,Bob Martinez,Engineering,Third-party vendor engaged for resolution.,1,2,False,False,tenant_acme
TKT-10019,Driver installation failed,User reported: Driver installation failed. Department: Operations. Impact: Multiple users.,Printing,High,In Progress,2023-11-02 13:44:06,2023-11-02 18:44:06,,,Carol White,Legal,,,7,True,False,tenant_globex
TKT-10020,Account locked out,User reported: Account locked out. Department: Operations. Impact: Single user.,Security,Medium,Resolved,2023-05-31 17:07:13,2023-06-01 02:07:13,2023-06-02 00:07:13,31,Emma Brown,HR,Software reinstalled and patched to latest version.,1,7,False,False,tenant_globex
TKT-10021,SSO not working,User reported: SSO not working. Department: Legal. Impact: Multiple users.,Access Management,Medium,Resolved,2023-05-09 00:38:45,2023-05-09 08:38:45,2023-05-10 01:38:45,25,Frank Davis,Finance,Network settings reconfigured.,5,4,True,False,tenant_acme
TKT-10022,Driver installation failed,User reported: Driver installation failed. Department: Legal. Impact: Company-wide.,Printing,Medium,In Progress,2024-05-21 23:54:27,2024-05-22 02:54:27,,,Frank Davis,Operations,,,6,False,True,tenant_globex
TKT-10023,Outlook not syncing,User reported: Outlook not syncing. Department: Operations. Impact: Single user.,Email,Low,In Progress,2023-04-18 02:56:31,2023-04-18 09:56:31,,,Alice Johnson,Finance,,,2,False,False,tenant_globex
TKT-10024,GCP billing alert,User reported: GCP billing alert. Department: Finance. Impact: Multiple users.,Cloud,Low,In Progress,2023-01-29 12:45:17,2023-01-30 00:45:17,,,Alice Johnson,IT,,,1,True,True,tenant_globex
TKT-10025,Mouse not responding,User reported: Mouse not responding. Department: IT. Impact: Multiple users.,Hardware,Medium,Closed,2023-10-30 01:46:13,2023-10-30 13:46:13,2023-10-31 02:46:13,25,Frank Davis,Finance,Escalated to L2 support for further investigation.,5,4,False,False,tenant_acme
TKT-10026,Unauthorized access attempt,User reported: Unauthorized access attempt. Department: Operations. Impact: Department-wide.,Security,Medium,Escalated,2023-03-25 19:05:46,2023-03-26 04:05:46,,,Bob Martinez,HR,,,5,False,False,tenant_acme
TKT-10027,Remote access denied,User reported: Remote access denied. Department: IT. Impact: Department-wide.,VPN,Medium,Resolved,2023-06-03 02:58:47,2023-06-03 12:58:47,2023-06-03 13:58:47,11,Frank Davis,HR,Workaround provided while permanent fix is pending.,4,1,False,False,tenant_globex
TKT-10028,Monitor flickering,User reported: Monitor flickering. Department: Sales. Impact: Single user.,Hardware,High,In Progress,2023-11-23 03:57:10,2023-11-23 06:57:10,,,David Lee,Sales,,,1,True,False,tenant_globex
TKT-10029,Printer offline,User reported: Printer offline. Department: IT. Impact: Single user.,Printing,High,In Progress,2023-04-19 15:49:04,2023-04-19 21:49:04,,,Carol White,Finance,,,4,False,False,tenant_initech
TKT-10030,Split tunnel configuration,User reported: Split tunnel configuration. Department: Finance. Impact: Single user.,VPN,Low,Resolved,2024-05-05 05:06:37,2024-05-05 12:06:37,2024-05-06 05:06:37,24,Carol White,IT,Third-party vendor engaged for resolution.,3,7,True,False,tenant_globex
TKT-10031,Azure storage quota exceeded,User reported: Azure storage quota exceeded. Department: HR. Impact: Department-wide.,Cloud,Medium,In Progress,2024-04-15 16:46:02,2024-04-15 23:46:02,,,Alice Johnson,IT,,,8,False,True,tenant_initech
TKT-10032,Cannot connect to database,User reported: Cannot connect to database. Department: Engineering. Impact: Single user.,Database,Low,Resolved,2023-09-08 03:25:41,2023-09-08 13:25:41,2023-09-10 22:25:41,67,Frank Davis,Sales,"Issue was user error, provided training.",3,5,False,False,tenant_acme
TKT-10033,Query running slowly,User reported: Query running slowly. Department: HR. Impact: Company-wide.,Database,Critical,In Progress,2024-03-10 19:27:13,2024-03-10 22:27:13,,,Bob Martinez,Sales,,,4,False,True,tenant_globex
TKT-10034,Application crashes on startup,User reported: Application crashes on startup. Department: Sales. Impact: Multiple users.,Software,Medium,Closed,2023-06-27 10:45:19,2023-06-27 20:45:19,2023-06-28 05:45:19,19,Carol White,Finance,Network settings reconfigured.,2,8,False,True,tenant_globex
TKT-10035,Printer offline,User reported: Printer offline. Department: Operations. Impact: Multiple users.,Printing,Low,Resolved,2023-07-05 22:00:33,2023-07-06 08:00:33,2023-07-09 11:00:33,85,Bob Martinez,Finance,"Issue was user error, provided training.",3,3,False,True,tenant_initech
TKT-10036,Laptop not turning on,User reported: Laptop not turning on. Department: IT. Impact: Multiple users.,Hardware,Low,Open,2023-07-16 11:16:23,2023-07-16 21:16:23,,,,Legal,,,8,False,False,tenant_initech
TKT-10037,VPN slow performance,User reported: VPN slow performance. Department: Finance. Impact: Single user.,VPN,High,Closed,2023-03-11 19:20:08,2023-03-12 03:20:08,2023-03-12 07:20:08,12,Emma Brown,Operations,"Issue was user error, provided training.",3,1,True,False,tenant_acme
TKT-10038,Cannot connect to database,User reported: Cannot connect to database. Department: Engineering. Impact: Multiple users.,Database,Low,Open,2023-07-31 02:16:25,2023-07-31 04:16:25,,,,HR,,,1,False,False,tenant_acme
TKT-10039,GCP billing alert,User reported: GCP billing alert. Department: Engineering. Impact: Multiple users.,Cloud,Low,Resolved,2024-05-11 19:32:04,2024-05-12 02:32:04,2024-05-12 20:32:04,25,Frank Davis,HR,Escalated to L2 support for further investigation.,1,1,False,False,tenant_initech
TKT-10040,Role change request,User reported: Role change request. Department: HR. Impact: Multiple users.,Access Management,High,Closed,2024-02-08 11:34:44,2024-02-08 19:34:44,2024-02-09 04:34:44,17,David Lee,Sales,"Issue was user error, provided training.",1,1,False,False,tenant_initech
TKT-10041,Application crashes on startup,User reported: Application crashes on startup. Department: Legal. Impact: Multiple users.,Software,Low,In Progress,2024-05-13 10:52:56,2024-05-13 16:52:56,,,Alice Johnson,IT,,,1,False,False,tenant_globex
TKT-10042,Cannot find printer on network,User reported: Cannot find printer on network. Department: IT. Impact: Company-wide.,Printing,Low,Resolved,2023-10-03 23:19:14,2023-10-04 08:19:14,2023-10-07 12:19:14,85,Emma Brown,Engineering,Network settings reconfigured.,2,1,False,False,tenant_acme
TKT-10043,Spam filter too aggressive,User reported: Spam filter too aggressive. Department: Operations. Impact: Company-wide.,Email,Critical,Resolved,2023-07-28 19:43:52,2023-07-29 00:43:52,2023-07-29 00:43:52,5,Alice Johnson,Operations,Issue resolved by restarting the service.,1,7,False,False,tenant_initech
TKT-10044,Driver installation failed,User reported: Driver installation failed. Department: Engineering. Impact: Single user.,Printing,High,Resolved,2024-03-05 18:05:41,2024-03-06 02:05:41,2024-03-06 05:05:41,11,Emma Brown,Legal,Hardware replaced under warranty.,1,5,True,False,tenant_initech
TKT-10045,Azure storage quota exceeded,User reported: Azure storage quota exceeded. Department: Legal. Impact: Single user.,Cloud,Medium,Open,2023-09-07 18:23:17,2023-09-07 19:23:17,,,,Legal,,,3,True,False,tenant_globex
TKT-10046,Two-factor auth not working,User reported: Two-factor auth not working. Department: Engineering. Impact: Company-wide.,VPN,Medium,Resolved,2024-02-07 02:02:31,2024-02-07 13:02:31,2024-02-07 14:02:31,12,Bob Martinez,Sales,Workaround provided while permanent fix is pending.,2,3,False,False,tenant_globex
TKT-10047,Application crashes on startup,User reported: Application crashes on startup. Department: Operations. Impact: Company-wide.,Software,High,Resolved,2024-05-07 02:19:44,2024-05-07 13:19:44,2024-05-07 16:19:44,14,Carol White,Finance,Network settings reconfigured.,3,5,True,False,tenant_globex
TKT-10048,Cannot access shared drive,User reported: Cannot access shared drive. Department: IT. Impact: Single user.,Network,Medium,In Progress,2023-01-29 08:23:50,2023-01-29 13:23:50,,,David Lee,HR,,,1,False,False,tenant_globex
TKT-10049,SSO not working,User reported: SSO not working. Department: Operations. Impact: Department-wide.,Access Management,Low,In Progress,2024-02-23 23:23:07,2024-02-24 06:23:07,,,Alice Johnson,IT,,,6,False,False,tenant_acme
TKT-10050,Possible malware detected,User reported: Possible malware detected. Department: Operations. Impact: Multiple users.,Security,Medium,Resolved,2023-09-11 03:03:47,2023-09-11 04:03:47,2023-09-12 22:03:47,43,David Lee,Finance,Network settings reconfigured.,1,4,True,False,tenant_globex
TKT-10051,Role change request,User reported: Role change request. Department: HR. Impact: Company-wide.,Access Management,Low,Resolved,2023-06-29 10:29:25,2023-06-29 17:29:25,2023-07-04 06:29:25,116,Alice Johnson,Sales,Third-party vendor engaged for resolution.,2,6,True,False,tenant_initech
TKT-10052,SSO not working,User reported: SSO not working. Department: Finance. Impact: Department-wide.,Access Management,Low,In Progress,2024-05-30 09:58:05,2024-05-30 10:58:05,,,Frank Davis,Sales,,,1,False,False,tenant_initech
TKT-10053,Print quality poor,User reported: Print quality poor. Department: Sales. Impact: Multiple users.,Printing,Medium,In Progress,2023-08-30 10:40:40,2023-08-30 14:40:40,,,Emma Brown,Finance,,,1,False,False,tenant_initech
TKT-10054,Error code 0x80070057,User reported: Error code 0x80070057. Department: Operations. Impact: Single user.,Software,Medium,In Progress,2024-04-29 22:06:14,2024-04-30 06:06:14,,,Emma Brown,Operations,,,6,False,False,tenant_initech
TKT-10055,VPN slow performance,User reported: VPN slow performance. Department: Engineering. Impact: Company-wide.,VPN,Low,Escalated,2023-03-20 20:32:12,2023-03-21 02:32:12,,,David Lee,Sales,,,7,False,False,tenant_globex
TKT-10056,GCP billing alert,User reported: GCP billing alert. Department: Operations. Impact: Department-wide.,Cloud,Critical,In Progress,2023-07-16 13:31:06,2023-07-16 19:31:06,,,Alice Johnson,Sales,,,7,False,False,tenant_acme
TKT-10057,Cannot connect to database,User reported: Cannot connect to database. Department: Finance. Impact: Department-wide.,Database,Medium,Resolved,2023-08-19 16:20:19,2023-08-19 22:20:19,2023-08-20 00:20:19,8,Alice Johnson,HR,Issue resolved by restarting the service.,5,3,False,False,tenant_acme
TKT-10058,Offboarding checklist,User reported: Offboarding checklist. Department: Engineering. Impact: Single user.,Access Management,Low,Resolved,2023-03-20 08:03:50,2023-03-20 12:03:50,2023-03-21 18:03:50,34,Bob Martinez,IT,Software reinstalled and patched to latest version.,4,5,False,False,tenant_acme
TKT-10059,Laptop not turning on,User reported: Laptop not turning on. Department: IT. Impact: Company-wide.,Hardware,Medium,In Progress,2024-06-15 04:31:03,2024-06-15 06:31:03,,,Carol White,Operations,,,5,False,False,tenant_initech
TKT-10060,Docker container crash,User reported: Docker container crash. Department: Engineering. Impact: Company-wide.,Cloud,Low,Open,2024-05-07 14:46:47,2024-05-07 17:46:47,,,,Finance,,,7,False,False,tenant_initech
TKT-10061,Monitor flickering,User reported: Monitor flickering. Department: Finance. Impact: Company-wide.,Hardware,Medium,Closed,2023-11-21 22:16:36,2023-11-21 23:16:36,2023-11-22 08:16:36,10,Carol White,IT,Issue resolved by restarting the service.,1,3,False,False,tenant_initech
TKT-10062,Remote access denied,User reported: Remote access denied. Department: Operations. Impact: Multiple users.,VPN,High,Resolved,2023-05-22 18:02:59,2023-05-23 04:02:59,2023-05-23 10:02:59,16,Frank Davis,Sales,Network settings reconfigured.,5,8,False,False,tenant_globex
TKT-10063,Possible malware detected,User reported: Possible malware detected. Department: Legal. Impact: Company-wide.,Security,Critical,Open,2024-05-30 19:41:28,2024-05-30 22:41:28,,,,Legal,,,7,False,True,tenant_acme
TKT-10064,Cannot find printer on network,User reported: Cannot find printer on network. Department: Finance. Impact: Single user.,Printing,Critical,Resolved,2023-10-28 17:49:10,2023-10-28 19:49:10,2023-10-29 01:49:10,8,David Lee,HR,Network settings reconfigured.,5,7,False,False,tenant_globex
TKT-10065,New employee onboarding,User reported: New employee onboarding. Department: IT. Impact: Department-wide.,Access Management,Low,In Progress,2023-05-12 12:59:16,2023-05-12 17:59:16,,,Emma Brown,Operations,,,7,True,False,tenant_initech
TKT-10066,Unauthorized access attempt,User reported: Unauthorized access attempt. Department: IT. Impact: Company-wide.,Security,Low,Closed,2023-01-31 19:01:49,2023-02-01 04:01:49,2023-02-01 23:01:49,28,Alice Johnson,Legal,Hardware replaced under warranty.,5,7,False,False,tenant_initech
TKT-10067,SSO not working,User reported: SSO not working. Department: Operations. Impact: Company-wide.,Access Management,Medium,Closed,2024-03-09 00:43:42,2024-03-09 07:43:42,2024-03-09 15:43:42,15,Bob Martinez,HR,Issue resolved by restarting the service.,1,7,True,True,tenant_initech
TKT-10068,SSO not working,User reported: SSO not working. Department: Operations. Impact: Multiple users.,Access Management,Medium,Resolved,2023-08-24 02:23:24,2023-08-24 05:23:24,2023-08-25 09:23:24,31,Alice Johnson,Sales,Network settings reconfigured.,5,2,True,True,tenant_initech
TKT-10069,Driver installation failed,User reported: Driver installation failed. Department: HR. Impact: Company-wide.,Printing,Medium,Resolved,2023-07-13 15:55:47,2023-07-13 16:55:47,2023-07-14 17:55:47,26,Alice Johnson,IT,Configuration updated and verified working.,2,3,True,False,tenant_initech
TKT-10070,SSO not working,User reported: SSO not working. Department: IT. Impact: Multiple users.,Access Management,Medium,In Progress,2023-01-08 02:16:27,2023-01-08 04:16:27,,,Frank Davis,HR,,,4,False,False,tenant_initech
TKT-10071,Monitor flickering,User reported: Monitor flickering. Department: Sales. Impact: Single user.,Hardware,High,In Progress,2024-03-13 05:28:31,2024-03-13 09:28:31,,,Emma Brown,HR,,,5,False,False,tenant_globex
TKT-10072,Monitor flickering,User reported: Monitor flickering. Department: IT. Impact: Single user.,Hardware,High,In Progress,2024-04-17 07:09:38,2024-04-17 18:09:38,,,Frank Davis,Operations,,,8,False,True,tenant_globex
TKT-10073,Driver installation failed,User reported: Driver installation failed. Department: Sales. Impact: Department-wide.,Printing,Low,In Progress,2023-07-08 00:46:28,2023-07-08 02:46:28,,,Carol White,Engineering,,,8,False,False,tenant_globex
TKT-10074,Suspicious email received,User reported: Suspicious email received. Department: Finance. Impact: Department-wide.,Security,Low,Resolved,2024-06-23 21:48:32,2024-06-24 05:48:32,2024-06-27 18:48:32,93,Frank Davis,Sales,"Issue was user error, provided training.",3,3,False,False,tenant_globex
TKT-10075,Printer offline,User reported: Printer offline. Department: Legal. Impact: Company-wide.,Printing,Low,Resolved,2023-01-23 19:51:09,2023-01-24 00:51:09,2023-01-27 07:51:09,84,Carol White,Engineering,Software reinstalled and patched to latest version.,2,6,False,True,tenant_acme
TKT-10076,Azure storage quota exceeded,User reported: Azure storage quota exceeded. Department: Sales. Impact: Department-wide.,Cloud,High,In Progress,2023-12-09 11:38:22,2023-12-09 14:38:22,,,Alice Johnson,Finance,,,1,False,False,tenant_initech
TKT-10077,Remote access denied,User reported: Remote access denied. Department: Engineering. Impact: Department-wide.,VPN,Low,Resolved,2023-02-23 02:37:55,2023-02-23 05:37:55,2023-02-26 11:37:55,81,Frank Davis,HR,Hardware replaced under warranty.,2,8,False,False,tenant_initech
TKT-10078,Print quality poor,User reported: Print quality poor. Department: Finance. Impact: Single user.,Printing,Medium,Closed,2023-11-05 03:55:42,2023-11-05 05:55:42,2023-11-06 09:55:42,30,Carol White,HR,Escalated to L2 support for further investigation.,4,1,True,False,tenant_globex
TKT-10079,Keyboard not working,User reported: Keyboard not working. Department: Sales. Impact: Single user.,Hardware,High,Resolved,2024-06-15 04:27:01,2024-06-15 05:27:01,2024-06-16 04:27:01,24,Emma Brown,Legal,Software reinstalled and patched to latest version.,4,3,False,True,tenant_acme
TKT-10080,WiFi drops frequently,User reported: WiFi drops frequently. Department: Operations. Impact: Department-wide.,Network,High,Resolved,2023-07-31 05:00:56,2023-07-31 09:00:56,2023-07-31 18:00:56,13,Alice Johnson,Operations,Network settings reconfigured.,4,8,False,False,tenant_initech
TKT-10081,Account locked out,User reported: Account locked out. Department: Engineering. Impact: Company-wide.,Security,Critical,Resolved,2023-05-17 21:39:13,2023-05-18 09:39:13,2023-05-18 01:39:13,4,Carol White,Legal,Software reinstalled and patched to latest version.,1,4,False,False,tenant_globex
TKT-10082,Calendar invites not working,User reported: Calendar invites not working. Department: Sales. Impact: Department-wide.,Email,Critical,Resolved,2023-09-25 18:48:48,2023-09-25 20:48:48,2023-09-25 20:48:48,2,Emma Brown,HR,Workaround provided while permanent fix is pending.,5,1,False,False,tenant_acme
TKT-10083,Slow network speed,User reported: Slow network speed. Department: Sales. Impact: Single user.,Network,Low,Closed,2023-06-08 09:40:31,2023-06-08 16:40:31,2023-06-11 21:40:31,84,Emma Brown,Finance,Software reinstalled and patched to latest version.,3,2,False,False,tenant_acme
TKT-10084,Query running slowly,User reported: Query running slowly. Department: Finance. Impact: Department-wide.,Database,Low,Resolved,2023-04-08 02:42:12,2023-04-08 08:42:12,2023-04-10 13:42:12,59,Frank Davis,Operations,Workaround provided while permanent fix is pending.,4,5,False,False,tenant_acme
TKT-10085,Possible malware detected,User reported: Possible malware detected. Department: HR. Impact: Multiple users.,Security,Low,In Progress,2023-10-02 00:25:08,2023-10-02 07:25:08,,,David Lee,Operations,,,7,False,False,tenant_acme
TKT-10086,Role change request,User reported: Role change request. Department: Engineering. Impact: Company-wide.,Access Management,Medium,In Progress,2024-04-06 15:34:44,2024-04-06 16:34:44,,,Alice Johnson,Finance,,,8,False,False,tenant_acme
TKT-10087,SSO not working,User reported: SSO not working. Department: Finance. Impact: Single user.,Access Management,Low,Resolved,2023-01-15 09:18:36,2023-01-15 12:18:36,2023-01-17 20:18:36,59,Alice Johnson,Engineering,Escalated to L2 support for further investigation.,4,5,False,True,tenant_acme
TKT-10088,Database backup failed,User reported: Database backup failed. Department: Finance. Impact: Single user.,Database,Medium,Resolved,2024-05-31 09:00:12,2024-05-31 17:00:12,2024-06-01 16:00:12,31,Carol White,Legal,Escalated to L2 support for further investigation.,3,5,False,False,tenant_globex
TKT-10089,Role change request,User reported: Role change request. Department: Operations. Impact: Single user.,Access Management,Critical,Closed,2023-04-29 17:25:26,2023-04-30 05:25:26,2023-04-29 19:25:26,2,Frank Davis,IT,Escalated to L2 support for further investigation.,2,3,False,False,tenant_globex
TKT-10090,Monitor flickering,User reported: Monitor flickering. Department: Operations. Impact: Company-wide.,Hardware,Medium,Open,2023-11-19 15:06:41,2023-11-19 20:06:41,,,,IT,,,1,False,False,tenant_globex
TKT-10091,Slow network speed,User reported: Slow network speed. Department: Operations. Impact: Department-wide.,Network,High,Resolved,2023-01-21 01:29:35,2023-01-21 05:29:35,2023-01-21 05:29:35,4,Carol White,Legal,Issue resolved by restarting the service.,4,7,True,False,tenant_acme
TKT-10092,Calendar invites not working,User reported: Calendar invites not working. Department: Engineering. Impact: Department-wide.,Email,Low,Escalated,2023-06-30 23:18:36,2023-07-01 02:18:36,,,Carol White,Legal,,,6,False,False,tenant_initech
TKT-10093,Possible malware detected,User reported: Possible malware detected. Department: HR. Impact: Multiple users.,Security,Low,Closed,2024-02-16 01:53:33,2024-02-16 13:53:33,2024-02-18 16:53:33,63,Carol White,Finance,Third-party vendor engaged for resolution.,4,5,True,False,tenant_acme
TKT-10094,Split tunnel configuration,User reported: Split tunnel configuration. Department: IT. Impact: Department-wide.,VPN,High,Escalated,2023-10-14 23:13:19,2023-10-15 00:13:19,,,Carol White,Engineering,,,1,False,False,tenant_globex
TKT-10095,AWS instance not responding,User reported: AWS instance not responding. Department: Finance. Impact: Department-wide.,Cloud,High,Closed,2024-01-01 18:03:10,2024-01-01 22:03:10,2024-01-02 01:03:10,7,Carol White,Finance,Third-party vendor engaged for resolution.,1,7,False,True,tenant_initech
TKT-10096,Access denied to table,User reported: Access denied to table. Department: Engineering. Impact: Multiple users.,Database,Critical,Resolved,2023-07-07 19:26:48,2023-07-08 00:26:48,2023-07-08 03:26:48,8,Carol White,Engineering,Software reinstalled and patched to latest version.,4,4,False,False,tenant_initech
TKT-10097,Access denied to table,User reported: Access denied to table. Department: Legal. Impact: Multiple users.,Database,Medium,Escalated,2023-12-14 04:11:57,2023-12-14 10:11:57,,,Emma Brown,Engineering,,,5,False,False,tenant_initech
TKT-10098,Driver installation failed,User reported: Driver installation failed. Department: Operations. Impact: Company-wide.,Printing,Critical,Resolved,2023-08-07 10:51:08,2023-08-07 20:51:08,2023-08-07 16:51:08,6,David Lee,IT,Third-party vendor engaged for resolution.,1,8,False,False,tenant_initech
TKT-10099,Calendar invites not working,User reported: Calendar invites not working. Department: Legal. Impact: Department-wide.,Email,Medium,Resolved,2023-12-06 08:06:50,2023-12-06 12:06:50,2023-12-07 01:06:50,17,Bob Martinez,Legal,Software reinstalled and patched to latest version.,4,8,False,False,tenant_acme
TKT-10100,Offboarding checklist,User reported: Offboarding checklist. Department: Sales. Impact: Single user.,Access Management,Medium,Resolved,2023-12-06 18:58:42,2023-12-07 04:58:42,2023-12-08 14:58:42,44,Frank Davis,IT,Hardware replaced under warranty.,1,4,False,False,tenant_acme
TKT-10101,Spam filter too aggressive,User reported: Spam filter too aggressive. Department: Operations. Impact: Single user.,Email,Medium,Resolved,2023-12-10 05:00:50,2023-12-10 11:00:50,2023-12-12 04:00:50,47,David Lee,IT,"Issue was user error, provided training.",3,6,False,False,tenant_globex
TKT-10102,Laptop not turning on,User reported: Laptop not turning on. Department: Engineering. Impact: Department-wide.,Hardware,Medium,Resolved,2023-12-21 20:30:19,2023-12-22 05:30:19,2023-12-23 19:30:19,47,Carol White,HR,Workaround provided while permanent fix is pending.,1,7,True,False,tenant_initech
TKT-10103,Remote access denied,User reported: Remote access denied. Department: Legal. Impact: Single user.,VPN,High,In Progress,2024-06-13 01:46:15,2024-06-13 02:46:15,,,Emma Brown,Finance,,,8,False,True,tenant_initech
TKT-10104,Azure storage quota exceeded,User reported: Azure storage quota exceeded. Department: Finance. Impact: Company-wide.,Cloud,High,Resolved,2024-03-04 01:08:53,2024-03-04 06:08:53,2024-03-04 10:08:53,9,Alice Johnson,Legal,Network settings reconfigured.,5,2,False,False,tenant_globex
TKT-10105,Database backup failed,User reported: Database backup failed. Department: IT. Impact: Multiple users.,Database,Low,Resolved,2023-07-26 21:05:10,2023-07-27 09:05:10,2023-07-29 23:05:10,74,David Lee,Finance,Software reinstalled and patched to latest version.,2,1,False,False,tenant_globex
TKT-10106,Unauthorized access attempt,User reported: Unauthorized access attempt. Department: Legal. Impact: Multiple users.,Security,Low,Resolved,2023-09-05 22:38:01,2023-09-06 04:38:01,2023-09-06 23:38:01,25,Carol White,Engineering,"Issue was user error, provided training.",2,3,False,False,tenant_globex
TKT-10107,Possible malware detected,User reported: Possible malware detected. Department: Legal. Impact: Company-wide.,Security,Medium,In Progress,2023-03-22 22:41:44,2023-03-23 07:41:44,,,David Lee,IT,,,5,True,False,tenant_acme
TKT-10108,Email bouncing back,User reported: Email bouncing back. Department: Finance. Impact: Company-wide.,Email,High,In Progress,2023-01-20 13:03:36,2023-01-20 20:03:36,,,Alice Johnson,IT,,,8,False,True,tenant_acme
